"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"AN80983",10436.686586,130,624,624,"Basic","Web",12,45,0,5,"Corporate Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"AN97123",44610.64702,204,803.057914,597.394061153509,"Premium","Agent",13,89,0,2,"Personal Auto L2","Two-Door Car","Midsize","VA","Urban","Female","College","Unemployed","Married"
"AO20938",64042.80844,200,1270.040182,1270.040182,"Basic","Call Center",5,23,0,2,"Personal Auto L1","SUV","Small","DE","Suburban","Female","High School or Below","Employed","Married"
"AO40386",45294.43544,182,873.6,873.6,"Extended","Branch",26,45,0,2,"Personal Auto L2","Four-Door Car","Small","MD","Suburban","Male","College","Retired","Divorced"
"AO42003",33362.65268,208,998.4,773.430333918483,"Basic","Agent",23,64,0,2,"Corporate Auto L1","SUV","Large","MD","Suburban","Female","College","Employed","Married"
"AO46433",16157.0617,228,1094.4,1094.4,"Premium","Branch",1,39,1,5,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Married"
"AO74776",18855.369806,236,1132.8,1132.8,"Basic","Agent",32,9,0,8,"Personal Auto L3","SUV","Large","PA","Suburban","Female","High School or Below","Employed","Married"
"AO77635",8011.441332,204,491.387092,258.408167506607,"Basic","Branch",8,98,0,1,"Personal Auto L2","SUV","Midsize","PA","Rural","Female","College","Employed","Married"
"AO87348",4101.247024,122,585.6,585.6,"Basic","Agent",18,26,0,1,"Personal Auto L3","Four-Door Car","Small","NJ","Suburban","Male","College","Unemployed","Single"
"AO98601",10037.770466,126,604.8,604.8,"Basic","Agent",28,17,0,6,"Corporate Auto L2","Two-Door Car","Small","NJ","Suburban","Male","Bachelor","Employed","Married"
"AP23850",35543.09804,228,1094.4,1094.4,"Premium","Branch",30,1,0,2,"Personal Auto L2","Two-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Unemployed","Married"
"AP27994",8744.98171,224,1075.2,1075.2,"Basic","Agent",27,59,0,1,"Special Auto L2","Sports Car","Midsize","MD","Suburban","Female","High School or Below","Disabled","Married"
"AP32891",6865.922148,190,912,912,"Extended","Agent",16,28,0,1,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Married"
"AP34711",20764.76196,258,51.79132,51.79132,"Extended","Branch",35,40,0,4,"Personal Auto L3","SUV","Large","DE","Rural","Female","Master","Employed","Married"
"AP46166",9930.982632,146,1051.2,837.790632780588,"Basic","Call Center",4,71,1,8,"Personal Auto L3","Two-Door Car","Small","PA","Suburban","Female","High School or Below","Unemployed","Single"
"AP47670",4995.820026,126,604.8,604.8,"Basic","Call Center",6,9,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"AP52126",26303.66406,216,456.997646,456.997646,"Basic","Branch",29,52,0,2,"Personal Auto L3","SUV","Midsize","MD","Rural","Female","College","Employed","Married"
"AP52565",13492.868544,168,586.454056,586.454056,"Extended","Branch",11,32,0,6,"Corporate Auto L1","Four-Door Car","Midsize","DE","Urban","Female","High School or Below","Employed","Married"
"AP56340",10769.34345,144,916.007302,916.007302,"Basic","Agent",21,32,0,7,"Personal Auto L2","Four-Door Car","Midsize","NJ","Suburban","Male","Bachelor","Disabled","Married"
"AP59947",15380.319284,128,614.4,378.641714090679,"Basic","Call Center",3,80,0,2,"Corporate Auto L3","Two-Door Car","Midsize","PA","Suburban","Female","Bachelor","Employed","Married"
"AP63665",14332.686938,178,135.602768,67.801384,"Extended","Agent",17,70,0,3,"Personal Auto L1","Four-Door Car","Midsize","MD","Rural","Female","Bachelor","Employed","Divorced"
"AP65984",9763.506856,270,1296,1092.85358602171,"Extended","Agent",0,86,0,1,"Personal Auto L1","SUV","Midsize","MD","Suburban","Female","College","Unemployed","Single"
"AP66226",8958.988446,132,633.6,633.6,"Basic","Web",15,51,4,3,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","Bachelor","Medical Leave","Married"
"AP67935",15239.0316,128,605.13038,605.13038,"Basic","Branch",24,59,0,2,"Special Auto L2","Four-Door Car","Midsize","PA","Urban","Male","College","Employed","Married"
"AP89323",5457.685824,140,672,462.672374629419,"Basic","Agent",9,75,0,1,"Personal Auto L2","Four-Door Car","Small","VA","Suburban","Female","College","Employed","Divorced"
"AP90638",28549.1097,168,1209.6,1209.6,"Extended","Call Center",35,42,0,2,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Single"
"AP95078",15710.649246,134,643.2,643.2,"Basic","Branch",9,36,0,2,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Employed","Married"
"AP98768",20884.89266,196,1883.436108,1883.436108,"Extended","Agent",9,50,0,2,"Personal Auto L1","Four-Door Car","Small","PA","Suburban","Female","College","Unemployed","Single"
"AQ11656",4283.501514,122,874.081232,661.79386744705,"Basic","Call Center",5,90,0,1,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Unemployed","Married"
"AQ25590",10890.746578,158,1015.09863,1015.09863,"Extended","Agent",19,8,3,6,"Personal Auto L2","Two-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Medical Leave","Divorced"
"AQ30231",11601.545398,156,748.8,525.833531279402,"Extended","Agent",16,93,0,6,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Female","Bachelor","Unemployed","Married"
"AQ34238",9212.53954,144,1036.8,1036.8,"Basic","Call Center",8,14,2,8,"Corporate Auto L1","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Unemployed","Single"
"AQ46199",9650.517264,142,1022.4,1022.4,"Basic","Web",8,30,0,8,"Personal Auto L2","Two-Door Car","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"AQ51159",17173.602656,144,292.249438,292.249438,"Basic","Branch",24,33,0,2,"Personal Auto L1","Four-Door Car","Midsize","DE","Rural","Female","High School or Below","Employed","Married"
"AQ51368",21313.7639,176,1263.486078,1263.486078,"Extended","Call Center",7,3,0,2,"Corporate Auto L3","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Married"
"AQ52711",13795.011718,346,1660.8,1660.8,"Premium","Agent",9,22,1,1,"Personal Auto L3","SUV","Large","MD","Suburban","Female","Bachelor","Employed","Married"
"AQ70385",11373.922002,144,96.576072,96.576072,"Basic","Branch",30,23,0,3,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Married"
"AQ70619",26093.30638,130,533.281276,292.998960321738,"Basic","Agent",26,96,1,2,"Corporate Auto L3","Four-Door Car","Midsize","PA","Urban","Male","High School or Below","Employed","Married"
"AQ91207",4975.298946,126,586.141076,586.141076,"Basic","Branch",9,21,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Male","High School or Below","Employed","Married"
"AQ94108",17015.664946,142,169.430088,169.430088,"Basic","Branch",33,50,0,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Rural","Female","College","Employed","Married"
"AR17553",12222.106488,160,976.545518,761.212016783926,"Extended","Branch",26,83,0,5,"Corporate Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Master","Medical Leave","Married"
"AR25213",14565.935172,368,1766.4,1560.3078161449,"Basic","Agent",10,62,0,1,"Personal Auto L3","Luxury SUV","Large","DE","Suburban","Male","High School or Below","Employed","Married"
"AR40217",38158.19036,130,559.430134,559.430134,"Basic","Agent",5,56,4,2,"Personal Auto L3","Two-Door Car","Midsize","MD","Urban","Female","High School or Below","Employed","Divorced"
"AR47849",10030.018944,260,1248,1248,"Extended","Agent",12,15,0,1,"Personal Auto L1","SUV","Midsize","VA","Suburban","Female","Bachelor","Employed","Single"
"AR59416",58074.95506,226,1084.8,1084.8,"Basic","Web",0,16,0,2,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Married"
"AR61426",18891.298922,156,83.257738,83.257738,"Extended","Branch",31,24,0,2,"Personal Auto L3","Two-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Married"
"AR63478",13430.685082,130,1310.146634,1310.146634,"Basic","Agent",22,39,0,2,"Corporate Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Single"
"AR69517",23580.99234,132,633.6,633.6,"Basic","Web",13,43,0,2,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Retired","Divorced"
"AR75105",15610.62574,212,1017.6,1017.6,"Basic","Agent",25,54,1,3,"Personal Auto L2","SUV","Small","PA","Suburban","Female","College","Retired","Divorced"
"AR83514",14307.343474,178,854.4,854.4,"Extended","Web",0,8,0,3,"Corporate Auto L2","Four-Door Car","Small","DE","Suburban","Female","High School or Below","Employed","Married"
"AR96516",11829.903616,148,710.4,710.4,"Basic","Web",18,2,0,9,"Personal Auto L1","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Married"
"AR99766",9384.096694,236,8.47504,8.47504,"Basic","Agent",15,56,0,1,"Personal Auto L3","SUV","Midsize","VA","Rural","Female","Bachelor","Employed","Single"
"AS17174",4943.056862,122,228.54605,228.54605,"Basic","Agent",16,55,0,1,"Personal Auto L2","Two-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Married"
"AS18084",23277.79894,204,979.2,765.251410228076,"Basic","Branch",10,77,0,2,"Personal Auto L2","Sports Car","Large","PA","Suburban","Female","College","Medical Leave","Married"
"AS26192",11038.15695,140,264.417224,264.417224,"Basic","Call Center",20,23,0,9,"Corporate Auto L3","Four-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Divorced"
"AS48176",24337.48984,230,1656,1431.58056024378,"Basic","Branch",2,75,0,2,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","Bachelor","Retired","Divorced"
"AS55478",7749.73708,196,1082.458642,1082.458642,"Extended","Call Center",23,13,0,1,"Corporate Auto L3","Four-Door Car","Small","MD","Suburban","Male","Bachelor","Employed","Married"
"AS55677",16677.991574,208,108.131076,54.065538,"Premium","Branch",31,71,0,3,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Female","High School or Below","Employed","Divorced"
"AS60178",5593.740204,140,373.216294,373.216294,"Basic","Agent",34,9,1,1,"Corporate Auto L3","Four-Door Car","Small","VA","Urban","Female","Bachelor","Employed","Married"
"AS62048",9548.75871,146,1051.2,1051.2,"Basic","Web",1,31,0,3,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Unemployed","Single"
"AS77287",16199.142426,214,1909.376998,1909.376998,"Basic","Agent",20,60,0,3,"Personal Auto L3","Sports Car","Midsize","PA","Suburban","Male","College","Disabled","Single"
"AS78838",4907.141588,138,662.4,432.739013194087,"Basic","Agent",3,92,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Medical Leave","Single"
"AS93181",9013.155472,232,1142.639028,1142.639028,"Basic","Call Center",12,45,0,1,"Personal Auto L3","Sports Car","Midsize","DE","Suburban","Female","Bachelor","Disabled","Married"
"AS97690",4822.51315,122,585.6,585.6,"Basic","Call Center",6,57,0,1,"Personal Auto L1","Two-Door Car","Midsize","DE","Suburban","Male","College","Employed","Married"
"AS99827",8927.214322,124,1134.686532,903.019012556607,"Basic","Branch",15,95,0,6,"Personal Auto L1","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Single"
"AT13963",31730.332,266,831.9723,623.304292730553,"Extended","Call Center",13,83,0,2,"Corporate Auto L2","Sports Car","Midsize","NJ","Urban","Female","Master","Employed","Divorced"
"AT18041",5365.409624,134,775.43558,552.642499845198,"Basic","Agent",0,71,0,1,"Personal Auto L1","Two-Door Car","Large","PA","Suburban","Female","High School or Below","Employed","Married"
"AT24793",13726.249146,346,1660.8,1448.55961138743,"Premium","Call Center",10,65,0,1,"Special Auto L3","Sports Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"AT26484",7636.936504,206,1232.011054,1232.011054,"Premium","Web",10,41,5,1,"Special Auto L2","Four-Door Car","Small","VA","Suburban","Male","College","Employed","Married"
"AT29024",9785.257262,122,623.68068,409.281010811372,"Basic","Agent",10,72,0,7,"Corporate Auto L2","Four-Door Car","Small","PA","Suburban","Female","High School or Below","Employed","Married"
"AT30076",7073.29498,184,991.501338,775.475919737856,"Extended","Agent",1,95,0,1,"Personal Auto L3","Four-Door Car","Small","VA","Suburban","Female","High School or Below","Employed","Single"
"AT31367",12547.823748,172,825.6,600.139239375549,"Extended","Branch",21,76,0,6,"Corporate Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","College","Retired","Divorced"
"AT33529",5553.496684,140,170.832192,170.832192,"Basic","Branch",25,13,0,1,"Corporate Auto L2","Four-Door Car","Midsize","PA","Rural","Female","Doctor","Employed","Divorced"
"AT36002",27158.59822,386,3220.523828,3220.523828,"Basic","Agent",30,38,0,7,"Personal Auto L1","Luxury SUV","Midsize","NJ","Suburban","Female","College","Unemployed","Single"
"AT41276",16221.072118,140,866.77684,652.353717749251,"Basic","Call Center",6,62,1,2,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Male","Bachelor","Employed","Married"
"AT49447",15183.654342,190,466.530794,466.530794,"Extended","Call Center",16,19,0,9,"Personal Auto L3","Two-Door Car","Midsize","PA","Rural","Male","Bachelor","Employed","Married"
"AT52647",8029.837,226,2610.550864,2610.550864,"Basic","Call Center",35,29,0,1,"Personal Auto L1","SUV","Midsize","PA","Suburban","Female","High School or Below","Unemployed","Single"
"AT55072",18207.7994,226,1369.897054,1369.897054,"Premium","Agent",13,6,0,3,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","College","Employed","Married"
"AT62618",12218.270876,170,1224,1224,"Extended","Web",25,24,0,6,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Single"
"AT72574",4971.773508,140,1008,1008,"Basic","Call Center",24,58,0,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Single"
"AT79008",18130.51852,228,265.13687,265.13687,"Premium","Branch",34,18,1,7,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Divorced"
"AT84725",9300.127526,130,936,936,"Basic","Agent",15,26,0,3,"Personal Auto L3","Two-Door Car","Midsize","NJ","Suburban","Male","College","Retired","Single"
"AT86990",4974.512496,124,163.219902,81.609951,"Basic","Agent",2,95,0,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Rural","Female","Bachelor","Employed","Divorced"
"AT89553",11853.458758,192,921.6,706.938540879302,"Extended","Agent",28,90,5,5,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","College","Retired","Married"
"AT93647",5211.141656,130,364.87241,364.87241,"Basic","Agent",10,8,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Urban","Female","College","Employed","Married"
"AT98182",5050.83939,134,292.602792,292.602792,"Basic","Agent",9,37,0,1,"Corporate Auto L3","Four-Door Car","Large","PA","Rural","Female","Doctor","Unemployed","Married"
"AU11344",10284.779612,262,624.220058,396.117833474803,"Extended","Call Center",12,76,0,1,"Personal Auto L2","SUV","Small","MD","Rural","Female","Bachelor","Employed","Divorced"
"AU13233",11817.5036,146,574.664506,348.647945505741,"Basic","Agent",15,82,0,3,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"AU23837",10020.75862,126,591.743568,591.743568,"Basic","Agent",26,27,0,7,"Corporate Auto L3","Four-Door Car","Large","MD","Urban","Female","Bachelor","Employed","Single"
"AU45793",6872.268562,176,183.669336,183.669336,"Extended","Branch",25,43,0,1,"Corporate Auto L3","Four-Door Car","Midsize","DE","Rural","Male","Doctor","Employed","Divorced"
"AU46443",15034.167622,204,2357.991852,2357.991852,"Basic","Agent",19,13,0,3,"Personal Auto L3","SUV","Midsize","VA","Suburban","Female","Bachelor","Unemployed","Single"
"AU46604",4061.567374,128,1462.95945,1462.95945,"Basic","Agent",0,8,1,1,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Male","Bachelor","Unemployed","Single"
"AU62013",49653.78254,204,592.418254,592.418254,"Basic","Branch",7,55,0,2,"Personal Auto L1","Sports Car","Small","PA","Urban","Female","Doctor","Employed","Married"
"AU71562",5873.452364,148,710.4,498.000900635632,"Basic","Branch",32,69,0,1,"Personal Auto L3","Four-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Employed","Married"
"AU75025",9372.939348,236,1132.8,903.87801123479,"Basic","Agent",31,83,0,1,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","College","Employed","Married"
"AU77281",4944.938418,124,417.196492,198.920634505913,"Basic","Agent",26,81,0,1,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"AU91447",25463.90322,210,1008,1008,"Basic","Agent",3,56,0,2,"Special Auto L2","SUV","Large","MD","Suburban","Male","Doctor","Employed","Married"
"AU94279",10986.04426,144,1132.39867,1132.39867,"Basic","Agent",2,60,1,3,"Personal Auto L3","Two-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Single"
